COD_PT,NOMBRE_PT,COD_MP1,PORC_MP1,COD_MP2,PORC_MP2,COD_MP3,PORC_MP3,COD_MP4,PORC_MP4,COD_MP5,PORC_MP5
1080,MFE 32-0-9,12,70.0,35,30.0,,,,,,
